Date,Price,Net_Score,Gross_Score,D1_Return,D2_Volume,D3_RSI,D4_MA,D5_DirVol,D6_External,Vol_Ratio,RSI,Volatility_Pct,Penalty_Scaled,Ret_1W,Ret_1M,Ret_3M,Golden_Cross,Z_Score_50d,Z_Zone,Z_Delta_5d,Warning_Flags,Tier,As_Of_Running,Exhaust_Scenario
2025-11-10,4111.8,24.19,28.73,12.4,10.0,40,0,85,25.0,1.584,52.1,32.22,-4.55,2.79,3.42,22.78,True,1.104,Normal,0.397,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-11-11,4106.8,40.7,45.24,13.47,52.98,40,0,85,80.0,1.516,55.83,32.12,-4.55,4.03,-0.04,22.27,True,1.044,Normal,0.584,✨ Golden Cross (sell penalty),Weak Sell,backfill,
2025-11-12,4204.4,21.23,25.78,9.68,10.0,40,0,70,25.0,1.491,57.15,33.04,-4.55,5.63,1.59,26.06,True,1.474,Normal,0.905,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-11-13,4186.9,21.6,26.14,11.85,10.0,40,0,70,25.0,1.425,56.09,31.87,-4.55,5.2,0.24,25.51,True,1.342,Normal,0.804,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-11-14,4087.6,39.87,44.42,22.12,54.39,40,0,70,80.0,1.436,57.86,32.09,-4.55,2.21,-4.5,22.69,True,0.804,Normal,0.206,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2025-11-17,4068.3,45.33,49.87,30.42,53.82,40,0,85,90.0,1.69,59.66,29.29,-4.55,-1.06,-2.9,22.78,True,0.673,Normal,-0.432,✨ Golden Cross (sell penalty),Neutral →,backfill,Sell Recovery
2025-11-18,4061.3,38.52,43.06,34.78,53.6,40,0,40,90.0,0.934,57.49,21.61,-4.55,-1.11,-6.34,21.47,True,0.605,Normal,-0.439,✨ Golden Cross (sell penalty),Weak Sell,backfill,
2025-11-19,4077.7,37.92,42.46,30.89,53.89,40,0,40,90.0,0.99,57.39,21.31,-4.55,-3.01,-0.24,22.2,True,0.663,Normal,-0.811,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2025-11-20,4056.5,18.88,23.43,35.58,10.0,40,0,40,15.0,0.953,57.16,20.15,-4.55,-3.11,0.3,20.21,True,0.515,Normal,-0.827,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-11-21,4076.7,40.6,45.14,31.49,54.38,40,0,55,90.0,1.011,57.33,20.25,-4.55,-0.27,-1.18,20.83,True,0.6,Normal,-0.204,✨ Golden Cross (sell penalty),Weak Sell,backfill,
2025-11-24,4091.9,31.2,35.74,28.73,55.72,20,0,20,90.0,0.785,64.91,17.54,-4.55,0.58,-0.64,20.75,True,0.66,Normal,-0.013,✨ Golden Cross (sell penalty),Weak Sell,backfill,Vol Shift
2025-11-25,4139.2,14.33,18.88,18.27,10.0,20,0,40,25.0,0.86,65.94,17.49,-4.55,1.92,3.43,21.58,True,0.916,Normal,0.311,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-11-26,4165.2,13.56,18.1,13.61,10.0,20,0,40,25.0,0.869,67.68,17.53,-4.55,2.15,5.02,21.37,True,1.048,Normal,0.385,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-11-28,4218.3,13.48,18.02,13.13,10.0,20,0,40,25.0,0.883,69.63,17.89,-4.55,3.99,5.89,21.44,True,1.367,Normal,0.853,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-12-01,4239.3,17.63,22.18,13.06,10.0,20,0,40,50.0,0.957,63.68,17.7,-4.55,3.99,5.95,19.44,True,1.481,Normal,0.881,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-12-02,4186.6,22.34,26.89,21.33,10.0,40,0,40,50.0,0.91,57.77,18.49,-4.55,2.31,5.13,16.51,True,1.087,Normal,0.427,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-12-03,4199.3,26.25,30.8,19.8,10.0,65,0,40,50.0,0.936,49.41,17.61,-4.55,1.45,4.97,17.77,True,1.142,Normal,0.226,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-12-04,4211.8,21.8,26.34,18.06,10.0,40,0,40,50.0,0.911,52.94,17.51,-4.55,1.12,6.69,16.57,True,1.211,Normal,0.163,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-12-05,4212.9,19.05,23.6,21.59,10.0,20,0,40,50.0,0.912,69.24,17.5,-4.55,-0.13,5.84,15.8,True,1.203,Normal,-0.164,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-12-08,4187.2,19.71,24.26,25.56,10.0,20,0,40,50.0,0.829,67.9,17.76,-4.55,-1.23,5.21,14.93,True,0.979,Normal,-0.503,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-12-09,4206.7,26.69,31.23,22.4,10.0,50,0,55,50.0,1.14,71.1,15.13,-4.55,0.48,5.18,15.45,True,1.114,Normal,0.026,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-12-10,4196.4,23.34,27.89,32.32,10.0,20,0,55,50.0,1.119,67.53,15.16,-4.55,-0.07,2.06,15.38,True,0.998,Normal,-0.144,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-12-11,4285.5,29.35,33.89,23.35,10.0,50,0,70,50.0,1.235,78.17,14.7,-4.55,1.75,4.35,17.43,True,1.731,Normal,0.52,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-12-12,4300.1,28.91,33.46,20.75,10.0,50,0,70,50.0,1.331,77.87,14.6,-4.55,2.07,2.28,16.78,True,1.818,Normal,0.614,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-12-15,4306.7,20.0,24.55,17.3,10.0,50,0,20,50.0,0.652,77.38,11.4,-4.55,2.85,2.86,16.75,True,1.817,Normal,0.838,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-12-16,4304.5,19.68,24.22,15.34,10.0,50,0,20,50.0,0.739,73.81,11.14,-4.55,2.32,5.31,16.91,True,1.717,Normal,0.604,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-12-17,4347.5,18.72,23.26,9.56,10.0,50,0,20,50.0,0.774,75.03,11.27,-4.55,3.6,6.86,19.32,True,1.993,Normal,0.996,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-12-18,4339.5,14.41,18.96,13.75,10.0,20,0,20,50.0,0.729,69.0,11.42,-4.55,1.26,6.85,18.19,True,1.814,Normal,0.082,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Vol Shift
2025-12-19,4361.4,17.78,22.32,13.95,10.0,20,0,40,50.0,0.824,69.08,11.02,-4.55,1.43,6.96,16.59,True,1.909,Normal,0.091,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-12-22,4444.6,21.0,25.55,8.27,10.0,65,0,20,50.0,0.708,86.82,12.24,-4.55,3.2,9.57,17.56,True,2.432,Extended,0.615,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-12-23,4482.8,20.47,25.02,5.1,10.0,65,0,20,50.0,0.717,87.71,12.33,-4.55,4.14,9.96,20.11,True,2.506,Extreme Extended,0.788,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-12-24,4480.6,20.76,25.31,6.85,10.0,65,0,20,50.0,0.69,86.76,12.17,-4.55,3.06,9.5,19.9,True,2.299,Extended,0.306,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2025-12-26,4529.1,20.55,25.1,5.6,10.0,65,0,20,50.0,0.684,88.28,12.38,-4.55,4.37,9.42,19.97,True,2.434,Extended,0.62,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-12-29,4325.1,29.82,34.37,26.19,10.0,20,0,100,50.0,2.387,61.66,20.71,-4.55,-0.83,3.84,13.2,True,1.039,Normal,-0.87,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-12-30,4370.1,29.94,34.48,26.88,10.0,20,0,100,50.0,2.383,63.25,20.91,-4.55,-1.68,3.6,13.78,True,1.295,Normal,-1.137,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2025-12-31,4325.6,34.12,38.66,31.96,10.0,40,0,100,50.0,2.378,59.92,20.74,-4.55,-3.51,2.04,11.84,True,1.003,Normal,-1.502,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2026-01-02,4314.4,33.89,38.44,30.63,10.0,40,0,100,50.0,2.219,52.52,20.78,-4.55,-3.71,3.05,12.36,True,0.895,Normal,-1.404,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2026-01-05,4436.9,26.98,31.52,24.15,10.0,20,0,85,50.0,1.713,60.04,22.79,-4.55,-2.04,5.66,14.33,True,1.619,Normal,-0.815,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2026-01-06,4482.2,25.65,30.2,16.19,10.0,20,0,85,50.0,1.84,62.19,22.91,-4.55,3.63,6.42,13.52,True,1.804,Normal,0.765,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-01-07,4449.3,29.93,34.47,21.85,10.0,40,0,85,50.0,1.838,59.65,22.98,-4.55,1.81,5.61,11.89,True,1.523,Normal,0.227,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-01-08,4449.7,29.91,34.45,21.73,10.0,40,0,85,50.0,1.743,57.22,22.99,-4.55,2.87,6.27,10.05,True,1.46,Normal,0.456,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-01-09,4490.3,25.67,30.21,16.27,10.0,20,0,85,50.0,1.908,60.18,23.0,-4.55,4.08,6.74,13.79,True,1.634,Normal,0.739,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-01-12,4604.3,20.43,24.98,9.88,10.0,20,0,85,25.0,1.793,64.59,23.45,-4.55,3.77,9.72,15.81,True,2.181,Extended,0.562,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-01-13,4589.2,25.13,29.68,18.08,10.0,40,0,85,25.0,1.689,59.46,23.57,-4.55,2.39,7.09,11.7,True,1.977,Normal,0.173,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-01-14,4626.3,24.76,29.31,15.83,10.0,40,0,85,25.0,1.792,59.4,23.62,-4.55,3.98,7.59,11.78,True,2.068,Extended,0.546,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-01-15,4616.3,25.14,29.69,18.13,10.0,40,0,85,25.0,1.778,58.8,23.66,-4.55,3.74,7.19,10.52,True,1.91,Normal,0.45,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-01-16,4588.4,26.47,31.02,26.09,10.0,40,0,85,25.0,1.614,53.95,23.77,-4.55,2.18,6.6,7.2,True,1.691,Normal,0.057,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-01-20,4759.6,24.29,28.84,13.04,10.0,65,0,70,15.0,1.315,80.27,26.5,-4.55,3.37,9.48,13.6,True,2.456,Extended,0.276,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2026-01-21,4831.8,25.96,30.5,13.02,10.0,65,0,70,25.0,1.365,80.99,26.75,-4.55,5.29,11.34,11.42,True,2.624,Extreme Extended,0.647,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-01-22,4908.8,28.54,33.08,3.49,10.0,65,0,70,50.0,1.374,87.51,26.56,-4.55,6.11,12.55,20.09,True,2.756,Extreme Extended,0.687,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2026-01-23,4976.2,28.27,32.81,1.88,10.0,65,0,70,50.0,1.398,89.7,26.71,-4.55,7.8,11.96,23.04,True,2.777,Extreme Extended,0.867,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2026-01-26,5079.7,28.15,32.7,1.19,10.0,65,0,70,50.0,1.488,89.45,27.13,-4.55,10.71,13.32,23.13,True,2.897,Extreme Extended,1.206,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-01-27,5079.9,28.19,32.73,1.39,10.0,65,0,70,50.0,1.369,88.84,27.17,-4.55,6.73,13.38,23.35,True,2.627,Extreme Extended,0.171,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2026-01-28,5301.6,17.97,22.52,0.1,10.0,65,0,10,50.0,0.232,94.47,23.26,-4.55,9.72,17.06,32.48,True,3.055,Extreme Extended,0.432,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Vol Shift
2026-01-29,5318.4,17.99,22.54,0.24,10.0,65,0,10,50.0,0.225,94.56,23.39,-4.55,8.34,22.97,34.09,True,2.805,Extreme Extended,0.05,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Vol Shift
2026-01-30,4713.9,32.46,37.0,22.02,10.0,40,0,100,50.0,3.183,57.27,48.52,-4.55,-5.27,7.87,18.33,True,0.852,Normal,-1.925,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2026-02-02,4622.5,33.27,37.82,26.9,10.0,40,0,100,50.0,3.113,50.6,49.19,-4.55,-9.0,6.86,15.52,True,0.532,Normal,-2.365,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2026-02-03,4903.7,30.87,35.42,12.52,10.0,40,0,100,50.0,2.347,58.82,52.4,-4.55,-3.47,13.66,23.14,True,1.382,Normal,-1.246,✨ Golden Cross (sell penalty),Weak Sell,backfill,
2026-02-04,4920.4,31.19,35.73,14.4,10.0,40,0,100,50.0,2.301,58.35,52.37,-4.55,-7.19,10.9,23.0,True,1.379,Normal,-1.677,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2026-02-05,4861.4,30.08,34.63,17.78,10.0,40,0,100,40.0,2.283,56.77,52.54,-4.55,-8.59,8.46,23.15,True,1.144,Normal,-1.661,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2026-02-06,4951.2,27.82,32.37,4.21,10.0,40,0,100,40.0,2.387,59.69,52.71,-4.55,5.03,11.28,24.39,True,1.378,Normal,0.525,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-02-09,5050.9,29.11,33.66,1.94,10.0,40,0,100,50.0,2.425,58.09,52.93,-4.55,9.27,13.51,26.91,True,1.622,Normal,1.09,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-02-10,5003.8,30.05,34.6,7.58,10.0,40,0,100,50.0,2.198,54.84,52.73,-4.55,2.04,11.44,25.11,True,1.41,Normal,0.028,✨ Golden Cross (sell penalty),Weak Sell,backfill,
2026-02-11,5071.6,29.99,34.54,7.24,10.0,40,0,100,50.0,2.389,54.61,52.73,-4.55,3.07,10.15,23.34,True,1.55,Normal,0.171,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-02-12,4923.7,34.12,38.66,16.96,10.0,65,0,100,40.0,2.173,48.58,54.06,-4.55,1.28,7.29,19.89,True,1.044,Normal,-0.1,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2026-02-13,5022.0,33.85,38.39,15.36,10.0,65,0,100,40.0,2.335,48.43,54.3,-4.55,1.43,8.55,19.45,True,1.299,Normal,-0.079,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2026-02-17,4882.9,35.72,40.26,26.59,10.0,65,0,100,40.0,2.234,45.03,55.35,-4.55,-3.33,5.78,16.62,True,0.829,Normal,-0.793,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2026-02-18,4986.5,35.62,40.17,15.99,10.0,65,0,100,50.0,2.334,41.54,54.39,-4.55,-0.35,8.68,21.99,True,1.113,Normal,-0.297,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2026-02-19,4975.9,34.81,39.36,21.13,10.0,65,0,100,40.0,2.211,40.78,54.23,-4.55,-1.89,4.54,22.31,True,1.039,Normal,-0.512,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2026-02-20,5080.9,29.76,34.3,11.75,24.08,20,0,100,50.0,2.216,63.52,54.43,-4.55,3.19,5.16,25.11,True,1.324,Normal,0.28,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-02-23,5204.7,32.63,37.17,8.85,24.19,50,0,100,40.0,2.226,70.95,54.83,-4.55,3.64,6.03,27.64,True,1.65,Normal,0.351,✨ Golden Cross (sell penalty),Weak Sell,backfill,
2026-02-24,5155.8,25.45,29.99,10.73,24.22,20,0,100,25.0,2.045,60.89,54.58,-4.55,5.59,3.61,27.1,True,1.438,Normal,0.61,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-02-25,5206.4,25.6,30.14,11.79,24.07,20,0,100,25.0,2.153,62.0,54.66,-4.55,4.41,2.49,27.71,True,1.533,Normal,0.421,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-02-26,5176.5,25.92,30.47,13.65,24.16,20,0,100,25.0,2.199,63.56,52.53,-4.55,4.03,1.9,26.51,True,1.381,Normal,0.343,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-02-27,5230.5,45.67,50.22,18.17,83.13,20,0,100,80.0,2.292,62.4,52.65,-4.55,2.94,-1.34,26.36,True,1.491,Normal,0.166,✨ Golden Cross (sell penalty),Neutral →,backfill,Sell Recovery
2026-03-02,5294.4,27.05,31.59,18.39,41.16,20,0,20,90.0,0.682,61.16,32.74,-4.55,1.72,-0.45,27.11,True,1.622,Normal,-0.027,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Vol Shift
2026-03-03,5107.4,15.99,20.54,18.21,10.0,40,0,40,15.0,0.848,54.21,34.7,-4.55,-0.94,8.35,21.08,True,0.991,Normal,-0.447,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Vol Shift
2026-03-04,5193.7,25.73,30.28,13.83,27.82,40,0,85,15.0,1.989,54.89,28.63,-4.55,-0.24,12.36,22.51,True,1.221,Normal,-0.312,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-03-05,5065.3,30.19,34.73,25.62,27.78,40,0,100,15.0,2.421,55.76,30.2,-4.55,-2.15,3.3,20.99,True,0.774,Normal,-0.607,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2026-03-06,5146.1,29.68,34.22,22.6,27.74,40,0,100,15.0,2.638,55.12,30.16,-4.55,-1.61,4.59,22.55,True,1.0,Normal,-0.491,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-03-09,5091.5,30.26,34.8,25.89,27.92,40,0,100,15.0,2.444,59.25,29.96,-4.55,-3.83,4.73,20.89,True,0.786,Normal,-0.837,✨ Golden Cross (sell penalty),Weak Sell,backfill,Sell Recovery
2026-03-10,5224.6,24.98,29.53,15.12,27.06,20,0,100,15.0,2.142,60.29,30.49,-4.55,2.29,5.52,24.01,True,1.182,Normal,0.191,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2026-03-11,5160.0,29.59,34.14,24.15,25.67,40,0,100,15.0,2.105,57.6,30.65,-4.55,-0.65,2.16,23.23,True,0.928,Normal,-0.293,✨ Golden Cross (sell penalty),No Sell Signal,backfill,Sell Recovery
2026-03-12,5102.2,27.33,31.87,26.03,25.21,40,0,85,15.0,1.988,50.92,30.65,-4.55,0.73,1.97,21.29,True,0.705,Normal,-0.069,✨ Golden Cross (sell penalty),No Sell Signal,backfill,
2026-03-13,5061.7,57.7,62.25,33.35,100.13,65,0,85,90.0,1.884,43.38,28.89,-4.55,-1.64,-0.2,20.62,True,0.534,Normal,-0.465,✨✨ Golden Cross + Above MAs (bad for sell),Neutral →,16/03/2026 18:26 UTC,Sell Recovery
2026-03-15,4987.3,36.92,41.47,38.88,19.93,65,0,85,40.0,1.719,42.38,28.59,-4.55,-2.05,1.29,16.38,True,0.231,Normal,-0.554,✨✨ Golden Cross + Above MAs (bad for sell),Weak Sell,16/03/2026 07:01 UTC,Sell Recovery
2026-03-16,5018.4,36.38,40.93,35.64,19.93,65,0,85,40.0,1.747,43.61,28.28,-4.55,-1.44,1.92,17.1,True,0.346,Normal,-0.44,✨✨ Golden Cross + Above MAs (bad for sell),Weak Sell,17/03/2026 05:49 UTC,Sell Recovery
2026-03-17,5016.5,58.97,63.51,41.0,100.08,65,0,85,90.0,1.697,40.75,26.41,-4.55,-3.98,-0.11,16.66,True,0.303,Normal,-0.879,✨✨ Golden Cross + Above MAs (bad for sell),Weak Sell,18/03/2026 06:13 UTC,Sell Recovery
2026-03-18,4837.4,69.76,74.31,50.78,100.05,85,35,85,90.0,1.94,35.57,28.32,-4.55,-6.25,-0.93,12.32,True,-0.459,Normal,-1.388,✨ Golden Cross (bad for sell),Neutral →,19/03/2026 05:48 UTC,Sell Recovery
2026-03-19,4647.1,76.66,81.2,62.17,100.05,100,35,100,90.0,2.183,27.76,31.23,-4.55,-8.92,-6.81,7.96,True,-1.29,Normal,-1.995,✨ Golden Cross (bad for sell),Neutral →,20/03/2026 05:41 UTC,Sell Recovery
2026-03-20,4574.9,77.2,81.74,65.18,100.27,100,35,100,90.0,2.031,22.74,30.19,-4.55,-9.62,-8.06,5.23,True,-1.64,Depressed,-2.174,✨ Golden Cross (bad for sell),Moderate Sell ↓,22/03/2026 05:43 UTC,Sell Recovery
2026-03-22,4458.0,78.79,83.33,74.78,100.23,100,35,100,90.0,2.175,24.02,28.97,-4.55,-11.17,-12.26,2.73,True,-2.149,Extreme Depressed,-2.495,✨ Golden Cross (bad for sell),Neutral →,23/03/2026 06:17 UTC,Sell Recovery
2026-03-23,4441.2,79.4,83.94,78.43,100.23,100,35,100,90.0,2.237,18.12,28.99,-4.55,-11.47,-14.67,1.83,True,-2.198,Extreme Depressed,-2.5,✨ Golden Cross (bad for sell),Moderate Sell ↓,24/03/2026 23:55 UTC,Sell Recovery
2026-03-24,4569.5,76.16,80.71,74.02,100.23,100,35,85,90.0,1.813,29.0,31.09,-4.55,-5.54,-11.37,2.81,True,-1.636,Depressed,-1.177,✨ Golden Cross (bad for sell),Moderate Sell ↓,25/03/2026 23:58 UTC,Sell Recovery
2026-03-25,4504.2,76.42,80.96,75.56,100.23,100,35,85,90.0,1.76,22.44,31.21,-4.55,-3.08,-13.49,0.48,True,-1.884,Depressed,-0.594,✨ Golden Cross (bad for sell),Strong Sell ↓,26/03/2026 23:57 UTC,Sell Exhaustion
2026-03-26,4433.1,77.1,81.65,81.14,98.76,100,35,85,90.0,1.823,22.13,30.7,-4.55,-3.1,-14.36,-1.06,True,-2.106,Extreme Depressed,-0.467,✨ Golden Cross (bad for sell),Strong Sell ↓,27/03/2026 23:53 UTC,Sell Exhaustion
2026-03-27,4524.3,76.98,81.52,73.92,100.21,100,35,100,80.0,2.29,19.27,31.52,-4.55,1.49,-13.5,-0.11,True,-1.705,Depressed,0.444,✨ Golden Cross (bad for sell),Strong Sell ↓,29/03/2026 23:57 UTC,Sell Exhaustion
2026-03-29,4532.7,71.81,76.35,72.85,100.27,100,35,70,80.0,1.257,21.04,30.0,-4.55,2.06,-14.39,4.8,True,-1.655,Depressed,0.543,✨ Golden Cross (bad for sell),Strong Sell ↓,30/03/2026 23:59 UTC,Sell Exhaustion
2026-03-30,4592.5,71.65,76.19,71.93,100.21,100,35,70,80.0,1.227,26.51,29.67,-4.55,0.5,-10.08,5.09,True,-1.381,Normal,0.256,✨ Golden Cross (bad for sell),Moderate Sell ↓,31/03/2026 23:58 UTC,Sell Exhaustion
2026-03-31,4711.6,69.0,73.54,61.04,100.21,85,35,70,90.0,1.269,34.96,30.79,-4.55,4.6,-9.28,8.92,True,-0.893,Normal,0.991,✨ Golden Cross (bad for sell),Moderate Sell ↓,01/04/2026 23:57 UTC,
2026-04-01,4705.2,68.5,73.05,58.03,100.27,85,35,70,90.0,1.207,36.1,29.99,-4.55,6.14,-7.11,9.06,True,-0.895,Normal,1.212,✨ Golden Cross (bad for sell),Moderate Sell ↓,02/04/2026 23:58 UTC,
2026-04-02,4702.7,69.13,73.68,61.81,100.24,85,35,70,90.0,1.264,36.08,29.92,-4.55,3.94,-8.62,5.99,True,-0.876,Normal,0.829,✨ Golden Cross (bad for sell),Moderate Sell ↓,04/04/2026 23:56 UTC,None
