วันที่,ราคาเปิด,ราคาสูงสุด,ราคาต่ำสุด,ราคาปิด,ปริมาณซื้อขาย
2023-10-19 00:00:00,1958.0,1960.5,1957.0,1959.7,0
2023-10-19 01:00:00,1959.7,1960.9,1957.6,1958.7,3167
2023-10-19 02:00:00,1958.7,1960.3,1957.4,1959.2,3561
2023-10-19 03:00:00,1959.8,1964.6,1959.6,1961.0,9126
2023-10-19 04:00:00,1960.9,1966.6,1959.7,1961.4,8269
2023-10-19 05:00:00,1961.4,1962.5,1959.5,1962.5,4477
2023-10-19 06:00:00,1962.4,1963.3,1960.8,1962.8,4426
2023-10-19 07:00:00,1962.8,1964.1,1961.3,1963.9,5164
2023-10-19 08:00:00,1963.9,1968.9,1962.3,1966.7,23134
2023-10-19 09:00:00,1966.6,1968.3,1961.6,1966.2,19848
2023-10-19 10:00:00,1966.1,1966.8,1961.4,1962.0,18955
2023-10-19 11:00:00,1962.0,1972.2,1961.7,1968.0,23671
2023-10-19 12:00:00,1968.1,1974.3,1963.8,1974.1,34611
2023-10-19 13:00:00,1974.1,1985.4,1972.9,1985.1,40136
2023-10-19 14:00:00,1985.1,1987.5,1982.8,1985.5,14142
2023-10-19 15:00:00,1985.5,1990.2,1985.4,1986.8,14372
2023-10-19 16:00:00,1986.9,1987.8,1985.1,1986.8,3221
2023-10-19 18:00:00,1988.0,1988.5,1984.5,1984.5,0
2023-10-19 19:00:00,1984.5,1994.3,1984.4,1989.0,7580
2023-10-19 20:00:00,1988.9,1989.5,1985.7,1986.6,4760
2023-10-19 21:00:00,1986.5,1989.9,1983.7,1989.8,7364
2023-10-19 22:00:00,1989.7,1993.8,1988.5,1991.4,6411
2023-10-19 23:00:00,1991.4,1992.5,1989.0,1989.6,3847
2023-10-20 00:00:00,1989.6,1990.1,1988.5,1989.1,1646
2023-10-20 01:00:00,1989.1,1991.7,1987.7,1989.3,5210
2023-10-20 02:00:00,1989.3,1991.8,1985.9,1991.2,8801
2023-10-20 03:00:00,1991.1,1993.8,1990.0,1991.9,7264
2023-10-20 04:00:00,1991.9,1997.2,1991.7,1995.6,7670
2023-10-20 05:00:00,1995.6,1997.2,1992.2,1994.6,10551
2023-10-20 06:00:00,1994.5,1996.2,1994.1,1995.0,4221
2023-10-20 07:00:00,1995.0,1997.6,1987.8,1989.1,14740
2023-10-20 08:00:00,1989.0,1991.8,1984.7,1989.8,20196
2023-10-20 09:00:00,1989.9,2000.4,1988.2,1999.2,29558
2023-10-20 10:00:00,1999.1,2003.4,1996.1,2002.8,32397
2023-10-20 11:00:00,2002.9,2009.2,2001.6,2003.3,30865
2023-10-20 12:00:00,2003.4,2004.4,1992.6,1994.2,23120
2023-10-20 13:00:00,1994.2,1998.4,1985.6,1994.3,30075
2023-10-20 14:00:00,1994.4,1994.5,1988.0,1992.1,10002
2023-10-20 15:00:00,1992.2,1994.0,1990.7,1991.5,5388
2023-10-20 16:00:00,1991.4,1993.9,1990.7,1993.1,2677
2023-10-22 18:00:00,1987.7,1989.9,1971.0,1987.6,4613
2023-10-22 19:00:00,1987.7,1989.5,1981.2,1982.8,3480
2023-10-22 20:00:00,1982.7,1984.7,1975.5,1977.4,6887
2023-10-22 21:00:00,1977.5,1979.9,1975.5,1978.1,6004
2023-10-22 22:00:00,1978.0,1985.6,1977.9,1983.9,5412
2023-10-22 23:00:00,1983.8,1986.3,1982.9,1984.9,3884
2023-10-23 00:00:00,1984.9,1986.1,1984.1,1985.2,3090
2023-10-23 01:00:00,1985.1,1988.1,1984.2,1986.8,4204
2023-10-23 02:00:00,1987.0,1988.7,1986.3,1986.9,4066
2023-10-23 03:00:00,1986.9,1991.3,1985.8,1991.0,7739
2023-10-23 04:00:00,1990.9,1993.9,1990.5,1992.9,6313
2023-10-23 05:00:00,1993.0,1994.3,1988.4,1989.1,6831
2023-10-23 06:00:00,1989.2,1990.0,1986.6,1989.1,5127
2023-10-23 07:00:00,1989.0,1991.4,1987.2,1990.9,7121
2023-10-23 08:00:00,1990.8,1993.4,1987.4,1988.9,22809
2023-10-23 09:00:00,1988.9,1991.5,1981.3,1986.1,25276
2023-10-23 10:00:00,1986.1,1990.2,1983.7,1987.7,18499
2023-10-23 11:00:00,1987.7,1990.4,1984.8,1986.6,19113
2023-10-23 12:00:00,1986.6,1990.9,1985.0,1986.0,11379
2023-10-23 13:00:00,1986.0,1989.3,1983.5,1987.6,16809
2023-10-23 14:00:00,1987.7,1989.8,1987.2,1989.0,3579
2023-10-23 15:00:00,1989.0,1989.4,1982.6,1984.8,7944
2023-10-23 16:00:00,1984.8,1985.1,1983.0,1984.3,3093
2023-10-23 18:00:00,1984.1,1985.1,1984.0,1984.3,0
2023-10-23 19:00:00,1984.2,1985.2,1982.6,1984.6,1693
2023-10-23 20:00:00,1984.7,1986.9,1983.6,1985.0,3950
2023-10-23 21:00:00,1984.9,1989.9,1984.9,1987.7,4470
2023-10-23 22:00:00,1987.7,1992.0,1986.8,1988.8,6111
2023-10-23 23:00:00,1988.8,1989.3,1986.4,1987.9,3283
2023-10-24 00:00:00,1987.8,1988.4,1986.3,1987.1,2188
2023-10-24 01:00:00,1987.2,1987.6,1985.4,1987.3,2108
2023-10-24 02:00:00,1987.4,1989.1,1986.7,1988.7,3931
2023-10-24 03:00:00,1988.7,1990.3,1986.0,1986.5,6672
2023-10-24 04:00:00,1986.6,1987.1,1981.0,1983.2,11041
2023-10-24 05:00:00,1983.1,1983.5,1975.9,1977.5,15176
2023-10-24 06:00:00,1977.5,1978.6,1972.0,1973.1,9193
2023-10-24 07:00:00,1973.0,1975.3,1964.6,1974.7,16772
2023-10-24 08:00:00,1974.7,1978.0,1971.7,1976.0,13442
2023-10-24 09:00:00,1976.0,1977.4,1970.0,1975.9,22755
2023-10-24 10:00:00,1975.8,1977.2,1972.8,1975.0,15628
2023-10-24 11:00:00,1974.9,1981.5,1972.2,1981.1,15150
2023-10-24 12:00:00,1981.1,1987.8,1980.2,1985.6,13898
2023-10-24 13:00:00,1985.6,1989.0,1984.9,1987.2,12165
2023-10-24 14:00:00,1987.2,1987.6,1983.0,1985.0,5132
2023-10-24 15:00:00,1985.0,1985.3,1982.4,1984.0,3793
2023-10-24 16:00:00,1984.0,1984.5,1982.1,1982.1,2121
2023-10-24 18:00:00,1982.7,1982.9,1981.2,1981.6,0
2023-10-24 19:00:00,1981.5,1984.3,1981.5,1983.7,1648
2023-10-24 20:00:00,1983.8,1986.1,1983.0,1985.6,3584
2023-10-24 21:00:00,1985.4,1987.9,1983.8,1986.9,4395
2023-10-24 22:00:00,1987.0,1987.8,1982.2,1983.7,4244
2023-10-24 23:00:00,1983.8,1984.3,1981.6,1983.6,2631
2023-10-25 00:00:00,1983.8,1985.3,1982.6,1983.2,4217
2023-10-25 01:00:00,1983.1,1984.4,1981.5,1983.7,2321
2023-10-25 02:00:00,1983.8,1986.9,1981.8,1982.1,5593
2023-10-25 03:00:00,1982.1,1983.9,1979.2,1982.2,7311
2023-10-25 04:00:00,1982.2,1985.8,1981.4,1982.3,5979
2023-10-25 05:00:00,1982.2,1982.7,1980.2,1980.2,6178
2023-10-25 06:00:00,1980.3,1984.8,1980.2,1984.0,4653
2023-10-25 07:00:00,1983.9,1987.6,1983.4,1985.8,6336
2023-10-25 08:00:00,1985.8,1988.0,1983.4,1986.1,18824
2023-10-25 09:00:00,1986.2,1998.6,1985.8,1996.4,33131
2023-10-25 10:00:00,1996.3,1997.5,1985.9,1988.2,23568
2023-10-25 11:00:00,1988.1,1996.7,1973.6,1992.4,57634
2023-10-25 12:00:00,1992.3,1994.8,1988.5,1989.1,10267
2023-10-25 13:00:00,1989.1,1997.2,1987.4,1994.3,19476
2023-10-25 14:00:00,1994.2,1995.9,1992.0,1992.7,4962
2023-10-25 15:00:00,1992.6,1993.7,1991.5,1992.0,4267
2023-10-25 16:00:00,1992.0,1992.0,1988.6,1991.2,3456
2023-10-25 18:00:00,1991.2,1994.6,1990.4,1992.2,0
2023-10-25 19:00:00,1992.4,1993.9,1991.5,1992.8,3594
2023-10-25 20:00:00,1992.8,1994.7,1992.3,1993.3,2739
2023-10-25 21:00:00,1993.4,1996.8,1993.2,1995.3,5220
2023-10-25 22:00:00,1995.2,1997.1,1994.6,1995.0,2791
2023-10-25 23:00:00,1995.0,1997.4,1993.6,1997.3,3495
2023-10-26 00:00:00,1997.3,1999.7,1997.2,1998.8,3356
2023-10-26 01:00:00,1998.7,1999.9,1994.9,1995.9,6486
2023-10-26 02:00:00,1995.9,1998.5,1994.1,1995.2,6651
2023-10-26 03:00:00,1995.2,2000.5,1994.6,2000.5,8846
2023-10-26 04:00:00,2000.4,2003.7,1998.9,2002.3,9365
2023-10-26 05:00:00,2002.3,2002.3,1999.2,2000.9,7139
2023-10-26 06:00:00,2000.8,2001.5,1996.1,1996.8,7148
2023-10-26 07:00:00,1996.7,1997.6,1992.6,1994.4,8185
2023-10-26 08:00:00,1994.4,1996.7,1984.1,1989.5,31992
2023-10-26 09:00:00,1989.5,1991.9,1984.6,1988.8,21977
2023-10-26 10:00:00,1988.8,1990.6,1981.6,1989.5,22696
2023-10-26 11:00:00,1989.6,1991.4,1986.2,1990.2,11881
2023-10-26 12:00:00,1990.2,1996.1,1989.6,1994.4,12740
2023-10-26 13:00:00,1994.4,1999.7,1994.3,1997.3,16243
2023-10-26 14:00:00,1997.3,1997.4,1994.8,1996.3,4460
2023-10-26 15:00:00,1996.3,1997.2,1992.5,1994.7,5640
2023-10-26 16:00:00,1994.7,1995.9,1994.1,1995.0,1886
2023-10-26 18:00:00,1995.0,1995.6,1993.9,1995.3,0
2023-10-26 19:00:00,1995.4,1996.8,1993.5,1994.3,2234
2023-10-26 20:00:00,1994.3,1994.7,1992.8,1993.4,2266
2023-10-26 21:00:00,1993.3,1996.5,1993.0,1995.1,3779
2023-10-26 22:00:00,1995.5,1998.5,1995.5,1996.7,4276
2023-10-26 23:00:00,1996.7,1998.3,1996.4,1997.6,1571
2023-10-27 00:00:00,1997.8,1999.7,1997.8,1999.2,2099
2023-10-27 01:00:00,1999.2,1999.2,1996.2,1998.7,3403
2023-10-27 02:00:00,1998.8,1999.8,1996.0,1997.2,4563
2023-10-27 03:00:00,1997.2,1998.9,1995.5,1997.2,4634
2023-10-27 04:00:00,1997.2,1997.4,1995.3,1996.9,3256
2023-10-27 05:00:00,1996.9,1997.9,1995.1,1995.7,5023
2023-10-27 06:00:00,1995.7,1996.2,1990.3,1990.4,5507
2023-10-27 07:00:00,1990.3,1992.8,1989.6,1991.7,5241
2023-10-27 08:00:00,1991.6,1996.2,1986.6,1990.1,25807
2023-10-27 09:00:00,1990.0,1995.0,1986.4,1993.3,22927
2023-10-27 10:00:00,1992.9,1995.7,1990.9,1991.9,16915
2023-10-27 11:00:00,1992.0,1993.4,1988.4,1989.8,14888
2023-10-27 12:00:00,1989.8,1993.8,1989.0,1993.7,8624
2023-10-27 13:00:00,1993.7,2007.3,1993.0,2007.1,24923
2023-10-27 14:00:00,2007.2,2019.0,2006.2,2015.5,29571
2023-10-27 15:00:00,2015.5,2019.7,2014.8,2016.8,10218
2023-10-27 16:00:00,2016.8,2016.9,2014.4,2016.2,4085
2023-10-29 18:00:00,2013.5,2016.7,2007.1,2011.4,8141
2023-10-29 19:00:00,2011.5,2013.8,2010.6,2012.8,3029
2023-10-29 20:00:00,2012.8,2016.8,2012.3,2014.6,4009
2023-10-29 21:00:00,2014.6,2015.9,2012.4,2014.4,3682
2023-10-29 22:00:00,2014.4,2014.8,2011.8,2012.5,2706
2023-10-29 23:00:00,2012.5,2013.2,2011.1,2012.0,1998
2023-10-30 00:00:00,2011.7,2012.3,2009.7,2011.1,1956
2023-10-30 01:00:00,2010.9,2012.3,2009.0,2009.2,2125
2023-10-30 02:00:00,2009.2,2010.3,2004.4,2005.0,5277
2023-10-30 03:00:00,2004.9,2007.3,2002.8,2003.0,7876
2023-10-30 04:00:00,2003.1,2004.6,1999.7,2003.4,7887
2023-10-30 05:00:00,2003.5,2006.8,2001.3,2006.2,7284
2023-10-30 06:00:00,2006.3,2007.0,2003.6,2003.9,5634
2023-10-30 07:00:00,2003.9,2005.4,2002.0,2005.3,5606
2023-10-30 08:00:00,2005.4,2010.1,2003.2,2007.7,16306
2023-10-30 09:00:00,2007.7,2012.4,2005.7,2008.3,20744
2023-10-30 10:00:00,2008.2,2012.2,2001.5,2006.8,29828
2023-10-30 11:00:00,2006.8,2010.3,2005.8,2008.8,11674
2023-10-30 12:00:00,2008.9,2010.5,2007.4,2008.6,9255
2023-10-30 13:00:00,2008.7,2009.6,2004.3,2007.7,11011
2023-10-30 14:00:00,2007.8,2009.6,2007.2,2007.7,3878
2023-10-30 15:00:00,2007.6,2008.7,2004.4,2005.7,4971
2023-10-30 16:00:00,2005.7,2006.6,2005.0,2005.7,2173
2023-10-30 18:00:00,2005.6,2006.3,2004.5,2004.7,0
2023-10-30 19:00:00,2004.7,2005.7,2003.6,2004.9,1617
2023-10-30 20:00:00,2004.8,2005.6,2003.6,2004.9,1822
2023-10-30 21:00:00,2004.7,2006.5,2003.9,2005.5,2437
2023-10-30 22:00:00,2005.6,2006.4,2003.5,2003.7,1536
2023-10-30 23:00:00,2003.7,2004.3,2001.0,2001.1,4216
2023-10-31 00:00:00,2001.5,2002.4,1999.9,2002.0,2516
2023-10-31 01:00:00,2002.1,2004.5,2002.0,2002.2,2535
2023-10-31 02:00:00,2002.4,2004.3,2001.6,2004.0,2342
2023-10-31 03:00:00,2004.0,2007.0,2003.8,2005.6,4314
2023-10-31 04:00:00,2005.5,2008.6,2004.2,2006.4,5560
2023-10-31 05:00:00,2006.3,2007.7,2005.5,2006.6,3773
2023-10-31 06:00:00,2006.7,2009.4,2005.7,2009.3,4526
2023-10-31 07:00:00,2009.2,2009.7,2006.9,2009.3,4443
2023-10-31 08:00:00,2009.2,2011.0,2004.1,2004.8,19965
2023-10-31 09:00:00,2004.8,2013.9,2003.6,2012.3,23205
2023-10-31 10:00:00,2012.3,2017.7,2008.0,2008.3,32151
2023-10-31 11:00:00,2008.3,2008.6,2001.5,2003.4,26570
2023-10-31 12:00:00,2003.3,2004.0,1995.5,1999.8,20837
2023-10-31 13:00:00,1999.9,2000.4,1992.2,1992.8,19579
2023-10-31 14:00:00,1993.9,1994.0,1987.4,1993.4,13069
2023-10-31 15:00:00,1993.2,1995.6,1992.9,1993.6,5714
2023-10-31 16:00:00,1993.6,1994.0,1991.8,1992.7,2417
2023-10-31 18:00:00,1993.3,1994.8,1992.0,1993.4,0
2023-10-31 19:00:00,1993.5,1994.1,1992.0,1992.6,1296
2023-10-31 20:00:00,1992.5,1992.9,1987.7,1988.8,3533
2023-10-31 21:00:00,1988.8,1990.3,1986.7,1988.3,3841
2023-10-31 22:00:00,1988.2,1989.6,1986.9,1987.1,3360
2023-10-31 23:00:00,1986.9,1987.8,1985.4,1985.6,2421
2023-11-01 00:00:00,1985.6,1986.9,1983.7,1986.2,3269
2023-11-01 01:00:00,1986.2,1988.0,1984.9,1987.6,2450
2023-11-01 02:00:00,1987.6,1989.5,1987.6,1988.7,2882
2023-11-01 03:00:00,1988.6,1989.0,1985.0,1985.7,4212
2023-11-01 04:00:00,1985.8,1991.6,1985.7,1991.2,4756
2023-11-01 05:00:00,1991.2,1992.6,1989.2,1991.4,4437
2023-11-01 06:00:00,1991.5,1993.0,1990.8,1992.1,4104
2023-11-01 07:00:00,1992.1,1994.2,1991.2,1992.4,4411
2023-11-01 08:00:00,1992.4,1997.7,1992.2,1995.7,17579
2023-11-01 09:00:00,1995.7,1996.4,1989.8,1994.7,19167
2023-11-01 10:00:00,1994.7,2005.9,1994.7,1995.5,25126
2023-11-01 11:00:00,1995.5,1996.0,1986.8,1988.0,17584
2023-11-01 12:00:00,1988.0,1989.2,1982.8,1986.5,13834
2023-11-01 13:00:00,1986.5,1988.7,1986.1,1986.6,6856
2023-11-01 14:00:00,1986.7,1991.3,1978.2,1983.6,26119
2023-11-01 15:00:00,1983.5,1991.2,1983.3,1987.2,13342
2023-11-01 16:00:00,1987.1,1991.8,1985.7,1991.3,3256
2023-11-01 18:00:00,1992.0,1992.0,1989.3,1992.0,0
2023-11-01 19:00:00,1991.9,1993.9,1987.5,1993.4,4931
2023-11-01 20:00:00,1993.3,1994.2,1991.7,1992.5,4120
2023-11-01 21:00:00,1992.4,1996.0,1992.0,1994.1,3578
2023-11-01 22:00:00,1994.0,1994.4,1991.1,1991.5,2819
2023-11-01 23:00:00,1991.2,1993.3,1991.1,1993.2,1723
2023-11-02 00:00:00,1993.3,1994.2,1991.8,1993.8,2643
2023-11-02 01:00:00,1993.7,1994.4,1991.9,1993.2,3237
2023-11-02 02:00:00,1993.1,1994.1,1992.2,1993.7,2791
2023-11-02 03:00:00,1993.7,1994.3,1991.4,1993.2,4410
2023-11-02 04:00:00,1993.2,1996.2,1992.2,1994.4,4604
2023-11-02 05:00:00,1994.4,1997.4,1994.2,1995.9,3789
2023-11-02 06:00:00,1995.9,1997.3,1993.6,1996.7,4836
2023-11-02 07:00:00,1996.7,1998.3,1995.2,1996.3,4275
2023-11-02 08:00:00,1996.4,1999.1,1994.5,1998.3,14613
